id,SURFACE_TY,REGION,YR_SURF,CLASS,MILES,AADT_2011,obs_year,OCI,year
0191P-Both-1317,Asphalt,3,2008,Level 1,1,4364,OCI_11,81.24294,2011
0191P-Both-1317,Asphalt,3,2008,Level 1,1,4364,OCI_12,76.09523,2012
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_04,78.98397,2004
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_05,72.62372,2005
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_06,91.11667,2006
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_07,73.8,2007
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_08,83.52252,2008
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_09,61.67877,2009
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_10,57.88741,2010
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_11,54.94529,2011
0191P-Both-1318,Asphalt,4,2007,Level 1,5.27,5685,OCI_12,67.91821,2012
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_04,79.87219,2004
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_05,74.96193,2005
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_06,68.8673,2006
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_07,86.77106,2007
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_08,95.38533,2008
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_09,92.42905,2009
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_10,86.49541,2010
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_11,89.68182,2011
0191P-Both-1320,Asphalt,4,2009,Level 1,4.407,3495,OCI_12,85.59211,2012
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_04,87.31786,2004
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_05,76.05077,2005
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_06,63.54909,2006
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_07,89.42176,2007
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_08,86.57094,2008
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_09,79.06105,2009
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_10,80.15746,2010
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_11,72.96043,2011
0191P-Both-1321,Asphalt,4,2009,Level 1,1.287,4085,OCI_12,88.3057,2012
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_04,92.12981,2004
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_05,85.65357,2005
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_06,88.21389,2006
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_07,78.09245,2007
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_08,84.48814,2008
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_09,72.48944,2009
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_10,68.14486,2010
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_11,69.45801,2011
0191P-Both-1322,Asphalt,4,2006,Level 1,4.9,2475,OCI_12,70.03816,2012
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_04,92.1408,2004
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_05,85.67771,2005
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_06,88.23102,2006
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_07,78.14072,2007
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_08,84.50212,2008
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_09,72.55666,2009
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_10,68.21995,2010
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_11,69.52874,2011
0191P-Both-1323,Asphalt,4,2006,Level 1,4.473,2830,OCI_12,62.76095,2012
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_04,95.00442,2004
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_05,91.99457,2005
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_06,92.70053,2006
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_07,90.74673,2007
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_08,88.15848,2008
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_09,90.10133,2009
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_10,87.81607,2010
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_11,87.96774,2011
0191P-Both-1324,Asphalt,4,2006,Level 1,2.677,2965,OCI_12,87.18218,2012
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_04,91.50508,2004
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_05,89.98083,2005
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_06,88.87947,2006
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_07,82.41624,2007
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_08,86.31431,2008
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_09,75.73233,2009
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_10,71.09254,2010
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_11,68.59696,2011
0191P-Both-1325,Asphalt,4,2006,Level 1,7.217,2965,OCI_12,76.23743,2012
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_04,54.76355,2004
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_05,55.50411,2005
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_06,86.6241,2006
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_07,89.14463,2007
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_08,86.31389,2008
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_09,79.57056,2009
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_10,73.96465,2010
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_11,55.26121,2011
0191P-Both-1329,Asphalt,4,2006,Level 1,0.367,11025,OCI_12,49.6776,2012
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_04,80.64362,2004
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_05,79.63852,2005
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_06,78.88068,2006
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_07,85.096,2007
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_08,84.8808,2008
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_09,60.32975,2009
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_10,55.55132,2010
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_11,56.69652,2011
0191P-Both-1330,Asphalt,4,2012,Level 1,9.478,6025,OCI_12,95.89291,2012
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_04,99.43669,2004
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_05,98.24454,2005
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_06,97.93036,2006
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_07,97.75799,2007
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_08,92.96258,2008
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_09,89.5673,2009
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_10,81.23087,2010
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_11,68.31537,2011
0193P-Both-1242,Asphalt,1,2004,Level 1,1.664,29189,OCI_12,88.87615,2012
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_04,97.85,2004
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_05,95.91667,2005
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_06,95.38333,2006
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_07,95.83333,2007
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_08,90.86924,2008
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_09,89.98427,2009
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_10,87.53299,2010
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_11,78.16581,2011
0193P-Both-1257,Asphalt,1,2004,Level 1,0.521,17875,OCI_12,85.48922,2012
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_04,100,2004
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_05,98.77375,2005
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_06,99.07176,2006
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_07,98.82728,2007
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_08,94.68433,2008
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_09,92.27939,2009
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_10,90.55602,2010
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_11,88.05258,2011
0193P-Both-1271,Asphalt,1,2004,Level 1,1.68,24110,OCI_12,95.3896,2012
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_04,100,2004
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_05,98.77375,2005
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_06,99.07176,2006
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_07,98.82728,2007
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_08,94.68433,2008
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_09,92.27939,2009
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_10,90.55602,2010
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_11,82.71984,2011
0193P-Both-1327,Asphalt,1,2004,Level 1,1.804,26801,OCI_12,95.02166,2012
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_04,93.37857,2004
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_05,79.88462,2005
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_06,88.47857,2006
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_07,84.17363,2007
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_08,86.06091,2008
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_09,63.59839,2009
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_10,58.95573,2010
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_11,63.90779,2011
0196P-Both-1233,Asphalt,2,2000,Level 2,7,457,OCI_12,78.36676,2012
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_04,91.73824,2004
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_05,80.55928,2005
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_06,86.77353,2006
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_07,76.25339,2007
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_08,81.93141,2008
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_09,67.29028,2009
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_10,58.93508,2010
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_11,55.64589,2011
0196P-Both-1253,Asphalt,2,2000,Level 2,17,485,OCI_12,78.23045,2012
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_04,77.63042,2004
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_05,76.68793,2005
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_06,78.65201,2006
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_07,89.82332,2007
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_08,91.21148,2008
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_09,88.22517,2009
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_10,70.5986,2010
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_11,74.02585,2011
0198P-Both-1246,Asphalt,3,2008,Level 1,2.937,5530,OCI_12,62.28113,2012
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_04,91.09189,2004
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_05,93.77041,2005
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_06,90.83717,2006
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_07,89.81611,2007
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_08,91.96483,2008
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_09,88.96425,2009
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_10,86.45236,2010
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_11,85.13148,2011
0198P-Both-1247,Asphalt,3,2012,Level 1,2.244,14003,OCI_12,91.15777,2012
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_04,98.40349,2004
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_05,97.48354,2005
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_06,96.00173,2006
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_07,94.40189,2007
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_08,92.98741,2008
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_09,92.59967,2009
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_10,89.60756,2010
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_11,84.98528,2011
0198P-Both-1254,Asphalt,3,2012,Level 1,3.373,7603,OCI_12,87.43334,2012
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_04,90.79861,2004
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_05,90.90723,2005
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_06,89.61161,2006
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_07,88.49841,2007
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_08,90.63961,2008
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_09,88.23858,2009
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_10,80.98582,2010
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_11,78.82546,2011
0198P-Both-1260,Asphalt,3,2006,Level 1,2.876,10706,OCI_12,81.65154,2012
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_04,97.46667,2004
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_05,96.25833,2005
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_06,94.54167,2006
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_07,93.56667,2007
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_08,93.55615,2008
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_09,89.53593,2009
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_10,91.23645,2010
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_11,86.01734,2011
0198P-Both-1268,Asphalt,3,2002,Level 1,0.235,21795,OCI_12,88.87614,2012
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_04,90.29227,2004
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_05,95.12346,2005
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_06,93.70518,2006
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_07,92.33215,2007
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_08,89.81768,2008
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_09,89.24866,2009
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_10,71.94132,2010
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_11,77.72208,2011
0198P-Both-1282,Asphalt,3,2004,Level 1,1.861,13825,OCI_12,85.90693,2012
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_04,91.74268,2004
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_05,92.71711,2005
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_06,86.8045,2006
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_07,88.56897,2007
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_08,90.89683,2008
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_09,92.99064,2009
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_10,84.3467,2010
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_11,88.77412,2011
0198P-Both-1289,Asphalt,3,2010,Level 1,0.567,21795,OCI_12,83.21826,2012
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_04,95.19583,2004
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_05,89.33333,2005
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_06,91.6375,2006
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_07,81.51314,2007
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_08,84.56465,2008
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_09,68.63917,2009
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_10,62.82484,2010
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_11,59.9661,2011
0199P-Both-1232,Asphalt,2,2004,Level 1,12,885,OCI_12,60.4286,2012
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_04,94.58072,2004
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_05,90.35161,2005
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_06,91.0251,2006
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_07,82.73292,2007
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_08,80.10904,2008
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_09,62.03076,2009
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_10,50.903,2010
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_11,52.18676,2011
0199P-Both-1316,Asphalt,2,2004,Level 1,9.96,1004,OCI_12,41.03697,2012
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_04,73.43658,2004
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_05,87.95144,2005
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_06,82.1377,2006
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_07,82.09441,2007
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_08,81.30821,2008
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_09,73.05597,2009
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_10,74.65255,2010
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_11,81.22909,2011
0200P-Both-1285,Asphalt,1,2006,Level 2,1.565,1170,OCI_12,85.83835,2012
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_04,96.95,2004
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_05,91.8,2005
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_06,97.35,2006
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_07,96.3,2007
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_08,93.39638,2008
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_09,90.34982,2009
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_10,80.30357,2010
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_11,83.34251,2011
0201P-Both-1219,Asphalt,2,2006,Level 1,0.722,99643,OCI_12,83.29829,2012
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_04,95.42021,2004
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_05,87.50444,2005
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_06,96.32663,2006
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_07,87.23599,2007
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_08,91.11479,2008
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_09,93.65167,2009
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_10,75.87733,2010
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_11,85.71807,2011
0201P-Both-1250,Asphalt,2,2005,Level 1,2.978,19663,OCI_12,86.58483,2012
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_04,72.05903,2004
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_05,90.07029,2005
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_06,94.80683,2006
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_07,94.41908,2007
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_08,93.03918,2008
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_09,94.02308,2009
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_10,92.73164,2010
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_11,88.03582,2011
0201P-Both-1252,Concrete,2,2006,Level 1,1.037,88266,OCI_12,74.95967,2012
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_04,91.08201,2004
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_05,85.03153,2005
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_06,91.39858,2006
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_07,84.19787,2007
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_08,87.75362,2008
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_09,79.37625,2009
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_10,97.37269,2010
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_11,96.21249,2011
0201P-Both-1264,Concrete,2,1996,Level 1,2.226,65120,OCI_12,95.16301,2012
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_04,93.86458,2004
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_05,94.08125,2005
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_06,98.08125,2006
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_07,94.98125,2007
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_08,98.4625,2008
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_09,97.48267,2009
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_10,84.39997,2010
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_11,96.38842,2011
0201P-Both-1265,Asphalt,2,2000,Level 1,0.744,9970,OCI_12,69.73804,2012
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_04,91.82799,2004
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_05,86.44581,2005
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_06,96.58258,2006
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_07,95.03876,2007
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_08,94.31191,2008
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_09,92.94889,2009
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_10,86.11958,2010
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_11,85.738,2011
0201P-Both-1269,Asphalt,2,2006,Level 1,3.266,14922,OCI_12,89.44907,2012
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_04,93.86458,2004
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_05,94.08125,2005
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_06,98.08125,2006
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_07,94.98125,2007
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_08,98.4625,2008
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_09,97.48267,2009
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_10,90.84286,2010
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_11,97.23399,2011
0201P-Both-1283,Concrete,2,2001,Level 1,0.175,32796,OCI_12,85.82518,2012
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_04,94.55031,2004
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_05,91.18162,2005
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_06,90.3838,2006
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_07,88.6835,2007
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_08,85.4865,2008
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_09,91.26995,2009
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_10,81.81237,2010
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_11,86.40463,2011
0201P-Both-1286,Asphalt,2,2000,Level 1,2.127,38326,OCI_12,67.94348,2012
