ROUTE,DIR,MILES,LOCATION,REGION,OBJECTID,SURFACE_TY,SURF_AREA,YR_OVL,YR_SURF,OCI_12,OCI_11,OCI_10,OCI_09,OCI_08,OCI_07,OCI_06,OCI_05,OCI_04,RIDE_12,RIDE_11,RIDE_10,RIDE_09,RIDE_08,RIDE_07,RIDE_06,RIDE_05,RIDE_04,RUT_12,RUT_11,RUT_10,RUT_09,RUT_08,RUT_07,RUT_06,RUT_05,RUT_04,ENV_12,ENV_11,ENV_10,ENV_09,ENV_08,ENV_07,ENV_06,ENV_05,ENV_04,WPCK_12,WPCK_11,WPCK_10,WPCK_09,WPCK_08,WPCK_07,WPCK_06,WPCK_05,WPCK_04,JTSP_12,JTSP_11,JTSP_10,JTSP_09,JTSP_08,JTSP_07,JTSP_06,JTSP_05,JTSP_04,FALT_12,FALT_11,FALT_10,FALT_09,FALT_08,FALT_07,FALT_06,FALT_05,SLAB_12,CONK_06,CONK_05,CONK_04,FROM_,TO_,FALT_04,SLAB_11,SLAB_10,SLAB_09,SLAB_08,SLAB_07,SQ_YARD,SHAPE_Length,OID_,BMP,EMP,LEVEL_2013,LEVEL_2012,L_CHGE_201,NHS,AADT_2011,COMBOS,Shape_Leng,id,delta_t
0015P,Positive,11.304,Manderfield to I-70,4,225,Asphalt,38.89,2006,2006,93.69469,92.92388,94.3166,94.30054,94.99624,95.79162,96.71829,98.47969,94.51482,97.34186,95.90926,97.21116,98.78562,98.78479,96.799,98.3107,97.85003,87.67163,82.6011,87.15873,85.19216,86.36548,80.7172,85.23152,87.90199,96.13653,90.74693,95.8054,91.33519,97.99542,96.72325,98.63662,98.79689,98.79689,100,100,99.03042,99.47482,98.83951,96.82207,98.79681,98.7769,98.79689,100,99.99989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.535,131.839,,,,,,,273785.6,23278.4991296506,70,120.535,131.839,Interstate,Interstate,No,Yes,16471,3893,23278.4991297,0015P-Positive-225,0
0015P,Positive,12.887,Summit to Paragonah,4,158,Asphalt,43.95,2012,2012,91.26056,71.01727,67.86473,65.25946,87.73654,91.79218,81.86588,81.99562,92.8357,98.20908,82.97399,87.10236,84.40912,87.20861,82.55875,88.91435,90.09722,89.07507,87.50986,78.03895,82.68458,73.61424,72.70315,84.60997,88.522,89.1514,93.43939,90.89839,56.08573,50.34501,69.43558,92.32251,100,50.02716,50.02716,90.00543,88.42492,66.97039,51.32696,33.5789,98.71188,100,100,98.70671,98.82289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.676,82.563,,,,,,,309408,26364.8245011963,297,69.676,82.563,Interstate,Interstate,No,Yes,17857,3815,26364.8245012,0015P-Positive-158,0
0015P,Positive,15.244,Baker Canyon Rd to Meadow,4,402,Asphalt,49.88,2001,2009,92.20379,72.39565,83.09242,93.27252,91.6699,86.98145,87.71405,95.96381,98.31369,92.42047,91.73351,91.4595,90.60054,96.5411,90.52197,91.97573,93.71862,96.43279,79.75688,81.24705,84.06124,83.82126,75.92007,86.3679,87.75477,90.1366,96.82644,98.24391,38.75218,63.99437,98.83279,94.22315,71.12569,71.12569,100,100,98.39388,77.84987,92.85458,99.83549,99.99528,99.91022,100,100,99.99553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.845,159.089,,,,,,,351155.2,31562.8954671994,141,143.845,159.089,Interstate,Interstate,No,Yes,11560,3482,31562.8954672,0015P-Positive-402,8
0016P,Both,9.309,Woodruff to Randolph,1,174,Asphalt,21.02,1940,2007,74.70461,75.81587,63.63934,78.20097,83.43807,85.66098,73.16098,80.76479,77.00382,54.12833,65.50435,56.97342,63.81682,61.34435,62.30588,62.30588,69.28921,70.25471,81.7342,79.08526,80.49692,81.77206,77.86667,80.33804,80.33804,83.76996,87.76057,68.33285,63.22199,21.30808,73.03227,94.80154,100,50,70,50,94.62307,95.45189,95.77894,94.18272,99.73972,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.505,19.814,,,,,,,147980.8,19840.7372879161,11,10.505,19.814,Level 1,Level 2,Yes,No,1324,155,19840.7372879,0016P-Both-174,67
0016P,Both,9.545,Randolph to SR-30,1,104,Asphalt,22.53,1940,2012,78.09286,67.99114,72.16601,72.15769,83.38011,78.01747,79.93189,89.61954,91.10172,61.82194,56.04723,60.18577,60.4021,62.25247,58.48958,64.50858,72.32436,73.02741,85.13247,76.53371,82.58975,81.96892,79.26667,83.5803,85.21896,86.1538,91.37947,75.69654,51.00247,52.97743,66.01679,92.45738,70,70,100,100,89.72048,88.38115,92.91108,80.24296,99.54393,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.814,29.359,,,,,,,158611.2,20398.7216446194,149,19.814,29.359,Level 1,Level 2,Yes,No,2025,297,20398.7216446,0016P-Both-104,72
0016P,Both,10.505,Wyoming to Woodruff,1,283,Asphalt,23.37,1940,2007,76.69527,72.77819,72.8165,78.20097,83.43807,85.66098,73.16098,80.76479,77.00382,58.84836,59.89072,59.70376,63.81682,61.34435,62.30588,62.30588,69.28921,70.25471,81.11894,74.18877,75.08453,81.77206,77.86667,80.33804,80.33804,83.76996,87.76057,71.2489,64.03697,60.2795,73.03227,94.80154,100,50,70,50,95.56488,92.99631,96.1982,94.18272,99.73972,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.505,,,,,,,164524.8,22265.8266769181,216,0,10.505,Level 2,Level 2,No,No,1152,73,22265.8266769,0016P-Both-283,67
0017P,Both,6.06,LaVerkin to Anderson Junction,4,410,Asphalt,18.86,1983,2009,78.19509,75.6001,70.82423,85.29708,85.05097,80.56887,71.29984,75.08572,74.60711,66.89505,67.34785,68.98864,62.04092,69.00359,68.44158,70.78086,78.66403,77.09769,81.57756,77.16502,81.66403,79.46865,76.45283,83.83388,84.69197,86.05886,88.70462,78.5464,73.57477,50.63474,99.82826,94.74747,70,50,50,50,85.76134,84.31277,82.0095,99.85048,100,100,79.72654,85.61999,82.62612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.06,,,,,,,132774.4,12267.8290431134,292,0,6.06,Level 1,Level 1,No,No,3162,406,12267.8290431,0017P-Both-410,26
0018P,Both,0.5,I 15 Frontage Rd to Black Ridge Dr via Bluff St,4,347,Asphalt,9.19,2009,2009,83.4588,81.33192,85.21824,75.55263,72.07282,76.71719,88.89075,84.30924,85.54777,74.24,63.68,69.8,69.02159,71.93319,75.2541,72.73914,82.16775,81.82341,85.7,79.6,83.7,84.0436,78.1,81.61465,84.08106,85.99805,92.86628,86.01641,91.34236,91.79375,69.07087,76.65209,50,100,70,70,87.87879,90.70533,95.57923,80.07446,61.60598,100,98.7428,99.07115,97.50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,,,,,,,64697.6,1019.73923836796,83,0,0.5,Level 1,Level 1,No,Yes,24215,4116,1019.73923837,0018P-Both-347,0
0018P,Both,2.5,MP 27 to MP 29.5,4,368,Asphalt,9.5,1985,2012,83.78576,68.89774,69.34863,74.26266,84.37749,82.2354,86.23774,84.16044,85.28397,72.768,60.25766,69.52418,63.78301,70.89959,70.91955,71.69733,76.29678,80.1879,86.06,82.92705,86.92051,85.07418,84.6,88.02204,88.80532,91.34802,94.62811,89.43687,50.52525,37.83254,57.00641,83.94066,70,90,70,70,86.87816,81.88102,83.11728,91.18704,98.0697,100,94.44833,98.99696,96.31985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29.5,,,,,,,66880,5071.72482368944,286,27,29.5,Level 1,Level 2,Yes,No,1580,31,5071.72482369,0018P-Both-368,27
0018P,Both,2.79,MP 37.5 to SR-219 Enterprise,4,128,Asphalt,7.73,1985,2004,69.32831,68.90936,69.36103,74.27334,84.38377,82.24561,86.24531,84.16005,85.28221,69.77634,60.27863,69.53867,63.80227,70.91281,70.93553,71.71319,76.29751,80.18416,85.07957,82.93086,86.92315,85.07699,84.6021,88.02543,88.80882,91.34499,94.62513,56.36608,50.53798,37.85597,57.02107,83.94908,70.02151,90.00717,70,70,66.09124,81.88996,83.12633,91.19303,98.07106,100,94.45209,98.99768,96.31956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.55,40.34,,,,,,,54419.2,5675.94746227744,9,37.55,40.34,Level 1,Level 2,Yes,No,1580,31,5680.02697634,0018P-Both-128,19
0018P,Both,3.345,Black Ridge Dr to Snow Canyon Pkwy,4,248,Asphalt,23.37,2011,2011,85.95542,62.87212,49.43462,75.55263,72.07282,76.71719,88.89075,84.30924,85.54777,72.63079,63.57668,68.11121,69.02159,71.93319,75.2541,72.73914,82.16775,81.82341,83.46521,80.58983,79.73199,84.0436,78.1,81.61465,84.08106,85.99805,92.86628,92.40579,59.86325,49.89527,69.07087,76.65209,50,100,70,70,95.31988,47.45871,0,80.07446,61.60598,100,98.7428,99.07115,97.50139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.845,,,,,,,164524.8,6765.7344670733,201,0.5,3.845,Level 1,Level 1,No,Yes,28101,2105,6765.73446707,0018P-Both-248,0
0018P,Both,3.5,MP 29.5 to MP 33,4,308,Asphalt,9.77,1985,2004,69.08278,68.89774,69.34863,74.26266,84.37749,82.2354,86.23774,84.16044,85.28397,69.80571,60.25766,69.52418,63.78301,70.89959,70.91955,71.69733,76.29678,80.1879,82.95714,82.92705,86.92051,85.07418,84.6,88.02204,88.80532,91.34802,94.62811,55.56908,50.52525,37.83254,57.00641,83.94066,70,90,70,70,67.99919,81.88102,83.11728,91.18704,98.0697,100,94.44833,98.99696,96.31985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,33,,,,,,,68780.8,7106.12490116165,75,29.5,33,Level 1,Level 2,Yes,No,1580,31,7102.05793982,0018P-Both-308,19
0018P,Both,4.55,MP 33 to MP 37.5,4,204,Asphalt,9.45,1985,2012,74.88639,68.89774,69.34863,74.26266,84.37749,82.2354,86.23774,84.16044,85.28397,67.38022,60.25766,69.52418,63.78301,70.89959,70.91955,71.69733,76.29678,80.1879,78.45934,82.92705,86.92051,85.07418,84.6,88.02204,88.80532,91.34802,94.62811,74.93132,50.52525,37.83254,57.00641,83.94066,70,90,70,70,78.7747,81.88102,83.11728,91.18704,98.0697,100,94.44833,98.99696,96.31985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,37.55,,,,,,,66528,9242.56492009978,214,33,37.55,Level 1,Level 2,Yes,No,1580,31,9246.63188296,0018P-Both-204,27
0018P,Both,10.665,SR-219 Enterprise to SR-56 Beryl Junction,4,41,Asphalt,24.01,1984,2008,92.53659,85.10106,86.64525,89.165,93.13737,96.49109,96.79923,83.60816,82.8381,86.80131,89.51503,89.72666,90.65429,89.34723,93.21309,93.81976,77.31312,74.96588,90.51692,88.24589,90.60469,88.99824,87.53333,92.75129,93.68745,87.11953,90.46958,93.62498,68.28714,70.51154,77.46035,95.69172,100,100,70,70,99.20313,94.35619,95.73812,99.54714,99.97721,100,99.6897,100,95.91695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.34,51.005,,,,,,,169030.4,21721.5780784424,147,40.34,51.005,Level 1,Level 2,Yes,No,1203,12,21717.4985675,0018P-Both-41,24
0019P,Both,1.114,I-70 to 600 W Green River,4,369,Asphalt,5.12,2011,2011,91.57,91.32254,65.61536,77.19669,85.80471,89.81976,92.36361,79.29905,68.48647,81.44345,87.97774,73.25561,66.43059,73.59278,74.72578,82.2787,46.2923,50.21772,84.91023,91.85583,84.19719,85.59459,75.4,85.18165,87.17573,71.02957,73.72817,99.92633,88.94848,50.28033,79.39149,96.1718,99.37163,100,99.87433,50,100,96.50808,54.72833,77.37008,98.05425,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,,,,,,,36044.8,2321.32358710442,290,0,1.114,Level 1,Level 1,No,No,4780,1290,2321.3235871,0019P-Both-369,0
0019P,Both,1.688,600 W to Green River Bridge,4,286,Asphalt,9.35,2011,2011,92.19754,84.66818,41.73206,53.55044,78.14122,67.45211,81.65571,80.66137,72.43703,82.13854,80.75113,37.66037,43.14387,45.4696,48.91871,54.20576,59.28209,58.77929,86.95326,92.53211,63.26386,73.73316,75.3904,70.88971,72.4171,73.3634,80.94514,99.79187,73.08846,35.62898,46.19745,93.00652,50,100,90,50.0237,99.9065,92.301,30.37505,51.12727,98.69836,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,2.802,,,,,,,65824,3512.74056276523,82,1.114,2.802,Level 1,Level 1,No,No,3188,1117,3512.74056277,0019P-Both-286,0
0019P,Both,1.75,Green River Bridge to I-70,4,205,Asphalt,7.13,2011,2011,91.02866,84.50936,67.71273,76.60809,83.43223,74.1863,88.95205,87.76963,83.81804,81.424,81.81734,67.47671,63.26393,71.96355,69.64932,78.89498,78.89589,80.98904,83.35314,89.55451,64.75393,66.97945,67.3,77.09589,76.91324,82.18265,84.28311,99.55393,88.89502,68.07579,80.91355,95.49911,50,100,90,70,99.78355,77.77057,70.54447,95.27545,98.96627,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.802,4.552,,,,,,,50195.2,3645.21040436431,200,2.802,4.552,Level 1,Level 1,No,No,2003,841,3645.21040436,0019P-Both-205,0
0020P,Both,3.185,Garfield Co Line to SR-89,4,42,Asphalt,30.7778,2003,2004,92.8764,92.5056,92.53452,92.08955,93.42521,93.82353,96.36271,95.51428,96.49222,85.53788,85.04824,84.86449,83.09387,85.3908,81.73382,87.72692,85.7523,88.00299,87.97297,85.78067,86.43779,85.82055,88.73333,93.6296,97.72393,96.30483,97.96587,98.67861,99.31146,98.92265,99.54301,99.70693,100,100,100,100,99.31613,99.88204,99.91316,99.90075,99.86976,99.93069,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.307,20.492,,,,,,,216675.712,6528.87062557184,131,17.307,20.492,Level 1,Level 2,Yes,No,1480,384,6528.87062557,0020P-Both-42,1
0020P,Both,17.307,I-15 to Garfield Co Line,4,109,Asphalt,23,2003,2004,92.09094,91.73119,92.06576,92.45862,92.82303,92.28066,94.78817,94.49304,95.22087,82.86839,84.93494,82.97831,84.39682,83.77438,79.91054,85.93598,85.7674,85.08231,87.39861,83.56262,87.45845,87.06839,88.6,89.2167,93.2167,92.20477,95.80119,99.01299,98.74503,98.91365,98.56226,98.99592,100,100,100,100,99.08378,99.68216,98.91262,99.80703,99.9218,99.99541,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.307,,,,,,,161920,35483.1807957961,345,0,17.307,Level 1,Level 2,Yes,No,1480,384,35483.1807958,0020P-Both-109,1
0021P,Both,0.715,Milford Railroad Crossing,4,149,Asphalt,2.55,2006,2006,85.16887,85.68776,90.12422,90.09737,87.20193,91.86785,80.4395,74.43856,67.26066,63.76503,70.09858,73.20912,74.20068,73.85425,76.73547,79.6,75.74762,73.90564,86.22,85.1648,89.03281,86.87282,85.6,90.73591,92.15801,88.52597,93.68398,91.11305,87.48765,99.57588,99.76598,99.26893,100,50,50,70,99.5774,100,98.67907,99.54998,90.08453,100,100,83.48066,31.45304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.428,78.143,,,,,,,17952,1473.84489631966,174,77.428,78.143,Level 1,Level 2,Yes,No,1926,96,1473.84489632,0021P-Both-149,0
0021P,Both,1.09,Minersville,4,332,Asphalt,5.33,1998,2007,88.77872,80.33871,73.50713,79.4406,90.92964,78.53394,85.76718,93.00642,82.88776,82.58349,79.75413,81.38716,78.44771,84.03963,81.96147,84.5211,86.24587,86.06055,90.10826,85.77255,89.87982,86.44881,88.6,87.06422,90.12844,88.7156,87.47706,89.03311,73.91465,58.26036,61.56897,92.22512,50,70,100,70,93.39004,81.9135,64.50118,91.29691,98.85382,95.11009,98.4192,97.06422,88.01341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.36,90.45,,,,,,,37523.2,2226.36411961024,245,89.36,90.45,Level 1,Level 2,Yes,No,1635,81,2228.4188764,0021P-Both-332,9
0021P,Both,1.408,Wah Wah Ranch to MP 53,4,415,Asphalt,2.32,1984,2005,91.50199,72.99566,68.9749,78.9575,86.1611,74.26713,84.36165,90.42102,89.26007,79.42727,76.04545,78.73864,70.15795,80.48386,71.87273,83.02614,83.525,83.525,88.90284,84.55227,88.45511,85.09034,88.06667,78.86932,84.42045,88.15909,88.15909,98.68043,39.04939,28.2867,60.99534,80,70,70,90,90,98.99743,92.33551,80.41916,99.58637,96.09386,76.32649,100,100,95.35621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.592,53,,,,,,,16332.8,2890.37573808791,121,51.592,53,Level 2,Level 2,No,No,250,15,2890.37573809,0021P-Both-415,21
0021P,Both,2.69,MP 7.2 to MP 9.9,4,178,Asphalt,9.39,1995,2004,92.08018,89.50384,92.72506,91.28915,93.29209,93.26325,96.0927,95.68012,96.38903,88.94275,83.56811,86.58081,84.47842,86.8702,82.71678,89.68972,88.41973,89.62349,89.71413,86.55349,90.02185,87.74282,87.53333,90.39284,94.68107,94.30074,95.93264,91.02151,88.12696,94.36903,93.09732,98.79623,100,100,100,100,98.64232,99.76679,99.92854,99.83802,99.96859,99.94337,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23,9.92,,,,,,,66105.6,5573.83010218911,204,7.23,9.92,Level 2,Level 2,No,No,90,5,5573.83010219,0021P-Both-178,9
0021P,Both,3.36,MP 13.6 to MP 17,4,414,Asphalt,9.25,1995,2004,91.72058,89.50384,92.72506,91.28915,93.29209,93.26325,96.0927,95.68012,96.38903,86.2381,83.56811,86.58081,84.47842,86.8702,82.71678,89.68972,88.41973,89.62349,89.81548,86.55349,90.02185,87.74282,87.53333,90.39284,94.68107,94.30074,95.93264,92.04207,88.12696,94.36903,93.09732,98.79623,100,100,100,100,98.7867,99.76679,99.92854,99.83802,99.96859,99.94337,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,17,,,,,,,65120,6940.34287879066,117,13.64,17,Level 2,Level 2,No,No,90,5,6940.34287879,0021P-Both-414,9
0021P,Both,3.52,Nevada State Line to MP 3.5,4,350,Asphalt,9.01,1979,2004,83.5508,78.26205,83.23135,82.22133,89.34288,82.77143,85.2022,85.81429,87.71429,81.00909,79.02857,78.76571,78.18857,78.72952,77.22857,79.45714,79.82857,84.14286,93.36591,92.24286,90,91.44286,89.13333,89.57143,92.28571,93.42857,97.14286,67.31161,47.57233,67.81218,61.38997,90.15152,70,70,70,70,92.51661,94.20444,96.34752,97.86391,99.35714,94.28571,99.06593,100,99.57143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,,,,,,,63430.4,7313.12876692951,273,0,3.52,Level 2,Level 2,No,No,103,6,7313.12876693,0021P-Both-350,25
0021P,Both,3.661,MP 17 to MP 20.7,4,351,Asphalt,9.55,1995,2012,93.7543,89.11198,92.43632,91.01063,93.17006,93.06427,95.9898,95.57873,96.29866,85.91281,83.19701,86.32365,84.17615,86.65229,82.44148,89.48037,88.22937,89.41208,89.22038,86.533,89.90134,87.72841,87.40408,90.17926,94.4922,94.08554,95.78255,99.93794,87.11309,93.76615,92.36306,98.66629,99.78694,100,100,100,99.94609,99.60483,99.75413,99.77489,99.9576,99.84939,99.98663,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20.661,,,,,,,67232,7553.40514101032,256,17,20.661,Level 2,Level 2,No,No,90,5,7553.40514101,0021P-Both-351,17
0021P,Both,3.71,MP 3.5 to MP 7.2,4,287,Asphalt,9.81,1979,2012,91.58099,78.95898,83.81991,82.78348,89.58771,83.42186,85.87735,86.42591,88.25207,76.74394,79.31,79.25021,78.57851,79.2342,77.56881,80.09151,80.36118,84.48263,90.5965,91.89015,90.00135,91.21347,89.03414,89.62235,92.43421,93.48264,97.06783,99.71565,50.08649,69.45857,63.35566,90.68744,71.85984,71.85984,71.85984,71.85984,99.26786,94.54928,96.56952,97.98629,99.39505,94.63646,99.12384,100,99.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52,7.23,,,,,,,69062.4,7689.79676707025,64,3.52,7.23,Level 2,Level 2,No,No,90,5,7689.79676707,0021P-Both-287,33
0021P,Both,3.72,MP 9.9 to MP 13.6,4,110,Asphalt,9.3,1995,2012,93.26624,89.50384,92.72506,91.28915,93.29209,93.26325,96.0927,95.68012,96.38903,86.56774,83.56811,86.58081,84.47842,86.8702,82.71678,89.68972,88.41973,89.62349,86.75484,86.55349,90.02185,87.74282,87.53333,90.39284,94.68107,94.30074,95.93264,99.89597,88.12696,94.36903,93.09732,98.79623,100,100,100,100,99.84641,99.76679,99.92854,99.83802,99.96859,99.94337,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92,13.64,,,,,,,65472,7692.77452641348,332,9.92,13.64,Level 2,Level 2,No,No,90,5,7692.77452641,0021P-Both-110,17
0021P,Both,5.457,Milford to Questar Gas,4,85,Asphalt,12.75,1997,2004,88.3315,80.09016,74.39019,82.78109,89.43235,87.62934,93.03409,90.19318,91.89243,79.51241,82.45285,79.29463,83.42569,80.44538,82.03181,88.33007,87.41492,88.63592,88.50334,87.76397,90.4991,87.67913,85.6,89.79073,93.8063,92.15723,95.51842,92.08487,62.75458,46.26226,75.00852,94.4053,90,90,90,90,93.2254,87.38925,81.50477,85.01101,97.27872,88.69483,100,91.20058,93.41539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.143,83.6,,,,,,,89760,11235.4475866377,321,78.143,83.6,Level 1,Level 2,Yes,No,1635,81,11235.4475866,0021P-Both-85,7
0021P,Both,5.731,Minersville to Minersville Reservoir,4,227,Asphalt,18.86,1986,2004,88.73341,74.64692,69.25896,81.01898,90.23608,90.44001,92.69504,92.71746,93.75711,80.50455,79.62555,80.76245,80.29196,81.25744,82.84167,87.36988,87.14619,89.71146,88.43202,82.48156,91.70196,86.04348,88,91.03036,95.2223,94.12633,97.21689,90.46427,50.60011,37.81993,68.0705,94.18394,90,90,90,90,95.53281,85.88048,66.7515,89.67,97.50294,97.888,98.18799,99.59733,98.10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.45,96.181,,,,,,,132774.4,11757.394626872,20,90.45,96.181,Level 1,Level 2,Yes,No,1065,53,11755.3398707,0021P-Both-227,18
0021P,Both,5.76,Questar Gas to Minersville,4,393,Asphalt,19.05,1986,2009,92.30221,81.85578,80.11284,84.61775,91.00116,88.97241,93.67407,94.28865,95.5387,88.36528,83.98333,86.74444,81.3,87.75639,84.01944,88.56806,88.06806,89.39306,86.12014,80.61283,87.32917,82.35431,85.8,88.81944,91.10417,90.86806,94.82639,95.70576,67.89871,64.0519,79.0918,95.25726,90,100,100,100,99.01768,94.92823,82.32585,95.7249,95.19097,93.05075,95.02404,98.21848,97.93536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.6,89.36,,,,,,,134112,11821.608370231,107,83.6,89.36,Level 1,Level 2,Yes,No,1635,81,11821.6083702,0021P-Both-393,23
0021P,Both,9,Beaver Co Line to MP 40,4,179,Asphalt,18.75,1980,2005,88.95474,80.11055,76.46543,78.10465,88.35531,79.04573,92.27778,91.75556,93.28889,75.28,76.45778,75.85333,77.34222,77.02765,68.42222,80.66667,79.46667,81.48889,88.93333,85.23333,89.35556,86.37778,83.33333,85.11111,88.44444,87.55556,91.66667,95.75126,65.9375,56.05036,60.03286,94.36027,70,100,100,100,95.85438,92.8136,84.60245,88.66574,98.7,92.64957,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,40,,,,,,,132000,18518.2202394363,189,31,40,Level 2,Level 2,No,No,210,12,18518.2202394,0021P-Both-179,25
0021P,Both,10.339,MP 20.7 to Beaver Co Line,4,251,Asphalt,21.88,1980,2005,85.7631,71.11182,79.17278,78.21668,87.56478,83.92396,91.26315,90.92128,92.14724,70.00998,66.15029,74.5107,70.29118,76.64244,69.79533,79.86413,79.48496,79.70089,86.24279,85.59192,84.36587,87.06656,81.46667,80.36805,85.81617,84.20015,88.88807,92.20277,40.53986,66.0723,58.63426,92.69718,90,100,100,100,94.59684,92.16521,91.74223,96.87472,99.45282,95.53245,99.37233,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.661,31,,,,,,,154035.2,21333.4398085983,50,20.661,31,Level 2,Level 2,No,No,90,5,21333.4398086,0021P-Both-251,25
0021P,Both,11.394,Minersville Reservoir to Beaver,4,150,Asphalt,28.7,1986,2004,87.9704,72.25059,81.42988,79.92127,89.72539,91.26766,93.59477,93.47875,93.96441,80.04638,79.76444,82.62794,82.03588,83.71584,84.3726,90.28672,88.72446,90.48038,90.97693,89.23409,91.11182,89.22062,85.69679,93.11342,95.67739,95.60401,96.31903,86.03132,38.93898,59.85843,53.51216,92.83506,90,90,90,90,94.827,81.06484,92.12133,94.9164,96.65386,97.58461,98.41495,99.58651,99.05823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.181,107.575,,,,,,,202048,23386.5161009835,157,96.181,107.575,Level 1,Level 2,Yes,No,1477,73,23386.516101,0021P-Both-150,18
0021P,Both,11.592,MP 40 to Wah Wah Ranch,4,84,Asphalt,24.77,1984,2009,87.17437,72.1027,63.83065,85.32802,84.82747,72.36612,77.29511,82.82903,88.2743,70.51815,67.48171,68.98344,65.79172,71.91194,66.85673,77.00994,76.75956,74.24058,85.42312,82.47502,84.75286,82.99627,85.86667,83.93306,88.60732,88.49827,91.7764,94.42008,48.76586,30.80595,92.52407,86.56492,50,50,70,90,98.33613,89.68821,70.78036,100,94.96636,88.67468,93.5632,96.05829,97.08021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51.592,,,,,,,174380.8,23846.393785483,335,40,51.592,Level 2,Level 2,No,No,250,15,23840.8684398,0021P-Both-84,25
0021P,Both,23.92,MP 53 to Milford,4,331,Asphalt,50.04,1979,2005,74.41183,75.45842,74.31844,74.10462,84.14158,77.9953,88.47012,91.17868,91.17868,69.62308,73.15481,70.57071,70.28954,70.65659,66.06789,75.97324,74.7398,74.7398,89.97007,87.0105,87.35973,87.81796,82.2,84.09699,88.80769,89.97492,89.97492,64.27916,55.65681,50.66029,47.86395,86.56507,70,90,100,100,73.77504,86.01155,88.68302,90.44702,97.14465,91.81631,99.09956,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,76.92,,,,,,,352281.6,49140.4356617123,243,53,76.92,Level 2,Level 2,No,No,293,17,49140.4356617,0021P-Both-331,26
