ROUTE,DIR,MILES,LOCATION,REGION,OBJECTID,SURFACE_TY,SURF_AREA,YR_OVL,YR_SURF,OCI_12,OCI_11,OCI_10,OCI_09,OCI_08,OCI_07,OCI_06,OCI_05,OCI_04,RIDE_12,RIDE_11,RIDE_10,RIDE_09,RIDE_08,RIDE_07,RIDE_06,RIDE_05,RIDE_04,RUT_12,RUT_11,RUT_10,RUT_09,RUT_08,RUT_07,RUT_06,RUT_05,RUT_04,ENV_12,ENV_11,ENV_10,ENV_09,ENV_08,ENV_07,ENV_06,ENV_05,ENV_04,WPCK_12,WPCK_11,WPCK_10,WPCK_09,WPCK_08,WPCK_07,WPCK_06,WPCK_05,WPCK_04,JTSP_12,JTSP_11,JTSP_10,JTSP_09,JTSP_08,JTSP_07,JTSP_06,JTSP_05,JTSP_04,FALT_12,FALT_11,FALT_10,FALT_09,FALT_08,FALT_07,FALT_06,FALT_05,SLAB_12,CONK_06,CONK_05,CONK_04,FROM_,TO_,FALT_04,SLAB_11,SLAB_10,SLAB_09,SLAB_08,SLAB_07,SQ_YARD,SHAPE_Length,OID_,BMP,EMP,LEVEL_2013,LEVEL_2012,L_CHGE_201,NHS,AADT_2011,COMBOS,Shape_Leng,id,delta_t
0022P,Both,6.852,SR-62 to Antimony,4,61,Asphalt,16.1,1950,2009,88.53957,79.42787,81.03144,86.67969,88.7267,89.85327,78.30058,85.13704,80.57974,75.5972,71.76807,74.6613,72.3589,75.89629,71.62382,76.33193,80.07239,78.90274,87.10975,84.05881,72.87274,85.96848,86.2,87.78926,86.8704,90.47577,93.41623,93.31331,71.55717,81.47156,92.69885,93.64973,100,50,70,50,98.13803,90.32745,95.12018,95.69255,99.16078,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.852,,,,,,,113344,14084.5438717998,301,0,6.852,Level 2,Level 2,No,No,195,19,14087.1157762,0022P-Both-61,59
0023P,Both,5.597,Trenton to Idaho State Line,1,416,Asphalt,12.43,2005,2005,85.34047,79.85516,79.55023,82.74803,88.83613,89.41392,90.92839,92.38971,78.95646,72.02644,74.5427,72.2538,80.43552,75.34319,74.01866,77.78184,82.68777,72.7523,86.96964,80.84404,82.32777,84.68438,82.66667,83.63704,85.93171,86.87105,82.58163,84.26469,67.73241,64.45817,69.28059,97.33465,100,100,100,70,98.1011,96.3015,99.16117,96.59164,100,100,100,100,90.49192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.293,29.89,,,,,,,87507.2,12125.7017203462,140,24.293,29.89,Level 2,Level 2,No,No,1009,100,12125.6979024,0023P-Both-416,0
0023P,Both,6.206,SR-142 to Trenton,1,86,Asphalt,13.77,2005,2005,79.06754,81.50434,79.55023,82.74803,88.83613,89.41392,90.92839,92.38971,78.95646,65.42675,79.30416,72.2538,80.43552,75.34319,74.01866,77.78184,82.68777,72.7523,77.88115,84.43861,82.32777,84.68438,82.66667,83.63704,85.93171,86.87105,82.58163,75.37265,67.39936,64.45817,69.28059,97.33465,100,100,100,70,97.58961,94.87524,99.16117,96.59164,100,100,100,100,90.49192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.087,24.293,,,,,,,96940.8,13403.5393462165,25,18.087,24.293,Level 1,Level 2,Yes,No,1440,126,13403.5308283,0023P-Both-86,0
0023P,Both,8.021,SR-30 to Newton,1,309,Asphalt,18.02,1940,2006,80.50896,76.6026,73.97206,79.60906,84.9336,84.77728,87.02767,75.73801,72.37643,65.66114,63.80283,64.45012,66.52906,65.58887,62.43613,67.64366,72.74791,64.04536,88.0254,79.40443,81.72145,79.35324,79.8,76.67298,80.46702,80.97133,80.76462,78.70805,67.9687,55.40137,74.55389,94.34552,100,100,50,50,89.64127,95.23443,94.31531,98.00005,100,100,100,99.23278,94.69575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.066,18.087,,,,,,,126860.8,17315.4622459617,232,10.066,18.087,Level 2,Level 2,No,No,922,65,17315.4532202,0023P-Both-309,66
0023P,Both,10.066,SR-91 to SR-30,1,394,Asphalt,23.94,1940,2006,76.41976,74.00274,72.88337,77.5673,84.35105,84.68338,84.43585,74.12803,74.31608,62.04188,61.31452,60.36614,61.62146,61.73306,61.4945,61.47161,68.86263,64.60827,86.04598,80.32912,78.37886,80.92231,79.93333,77.23902,76.27181,77.64951,82.65607,66.57354,64.23798,67.0538,73.2245,95.73783,100,100,50,50,91.01763,90.12933,85.73469,94.50093,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.066,,,,,,,168537.6,21733.4984805029,92,0,10.066,Level 1,Level 2,Yes,No,1527,78,21733.4722969,0023P-Both-394,66
0024P,Both,2,MP 39 to Wayne Co Line,4,310,Asphalt,8.11,1976,2012,82.16511,62.49643,57.01808,77.38083,85.55451,83.17771,85.2774,75.92534,87.66986,64.14,79.84142,72.06586,83.98356,76.22356,75.26301,78.52055,69.83836,83.95342,79.35,85.34384,83.76356,89.64521,83.33333,93.50685,92.58904,83.86301,96.72603,95.72917,29.58174,42.11543,53.88575,89.39394,70,70,50,70,89.44129,55.21873,30.12748,82.00882,93.26721,93.94099,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,41,,,,,,,57094.4,4135.71882782136,271,39,41,Level 2,Level 2,No,No,670,67,4135.71882782,0024P-Both-310,36
0024P,Both,2.38,MP 33.9 to MP 36.3,4,62,Asphalt,8.5,1976,2012,83.77438,62.49643,57.01808,77.38083,85.55451,83.17771,85.2774,75.92534,87.66986,72.84202,79.84142,72.06586,83.98356,76.22356,75.26301,78.52055,69.83836,83.95342,84.06513,85.34384,83.76356,89.64521,83.33333,93.50685,92.58904,83.86301,96.72603,88.86236,29.58174,42.11543,53.88575,89.39394,70,70,50,70,89.32802,55.21873,30.12748,82.00882,93.26721,93.94099,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.95,36.33,,,,,,,59840,4899.18717314856,343,33.95,36.33,Level 2,Level 2,No,No,680,74,4899.18717315,0024P-Both-62,36
0024P,Both,2.67,MP 36.5 to MP 39,4,396,Asphalt,9.79,1976,2011,86.08546,62.49643,57.01808,77.38083,85.55451,83.17771,85.2774,75.92534,87.66986,71.94607,79.84142,72.06586,83.98356,76.22356,75.26301,78.52055,69.83836,83.95342,80.19663,85.34384,83.76356,89.64521,83.33333,93.50685,92.58904,83.86301,96.72603,96.43864,29.58174,42.11543,53.88575,89.39394,70,70,50,70,95.76051,55.21873,30.12748,82.00882,93.26721,93.94099,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.33,39,,,,,,,68921.6,5494.68998060194,129,36.33,39,Level 2,Level 2,No,No,680,74,5494.6899806,0024P-Both-396,35
0024P,Both,2.816,MP 13 to Peterson Creek,4,87,Asphalt,8.59,1969,2011,86.33701,78.07437,86.09025,83.06663,88.25419,87.56489,87.38915,92.29074,92.42885,82.6392,80.82652,79.54697,83.31483,80.98773,78.38598,80.02804,84.14418,84.2035,72.45824,73.91871,72.48579,76.17362,75.93333,81.87359,81.16521,85.01877,89.26658,97.60397,69.98258,93.13832,86.75925,96.74024,90,90,100,100,92.64664,87.56967,99.18992,86.0188,99.35544,100,98.36334,100,96.24531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15.816,,,,,,,60473.6,5817.38604906583,7,13,15.816,Level 2,Level 2,No,No,750,89,5817.38604907,0024P-Both-87,42
0024P,Both,3,MP 10 to MP 13,4,151,Asphalt,8.76,1969,2012,71.68701,78.07437,86.09025,83.06663,88.25419,87.56489,87.38915,92.29074,92.42885,79.70667,80.82652,79.54697,83.31483,80.98773,78.38598,80.02804,84.14418,84.2035,72.43333,73.91871,72.48579,76.17362,75.93333,81.87359,81.16521,85.01877,89.26658,83.73737,69.98258,93.13832,86.75925,96.74024,90,90,100,100,50.87069,87.56967,99.18992,86.0188,99.35544,100,98.36334,100,96.24531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,,,,,,,61670.4,6224.33600874633,212,10,13,Level 2,Level 2,No,No,849,100,6224.33600875,0024P-Both-151,43
0024P,Both,3,MP 27 to MP 30,4,228,Asphalt,9.23,1937,2012,89.62153,65.8035,69.7219,75.30811,89.87074,81.92304,94.52678,93.60766,97.28018,77.01333,74.63063,79.06667,79.25045,83.65045,82.70811,85.68649,90.39459,90.98559,88.1,83.21982,91.49009,89.17748,86.4,91.83784,93.25225,94.03604,98.13514,97.14752,38.98852,29.75967,54.14029,91.57112,70,100,90,100,96.22527,66.37503,78.57118,78.66421,97.86138,83.14622,99.1684,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,,,,,,,64979.2,6217.30331461393,57,27,30,Level 1,Level 2,Yes,No,1220,134,6217.30331461,0024P-Both-228,75
0024P,Both,3.23,Willow Dr to Capitol Reef NP,4,130,Asphalt,6.16,1965,2012,59.81688,70.56689,61.79768,77.14919,81.05911,75.78874,77.86253,75.45142,87.86448,34.71207,53.69751,44.1314,54.83537,51.74974,49.30407,57.56588,66.04098,61.81571,77.92972,78.69119,78.51432,82.71259,79.6,83.85088,84.27435,84.78945,90.35615,82.94086,61.2929,39.93094,71.96228,94.0393,70,69.60991,50.97523,99.41486,43.68487,88.58598,84.61408,99.08652,98.84741,100,100,100,99.8712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.46,74.69,,,,,,,43366.4,6633.27724089528,187,71.46,74.69,Level 2,Level 2,No,No,688,60,6633.2772409,0024P-Both-130,47
0024P,Both,3.3,MP 108.3 to MP 111.6,4,44,Asphalt,8.02,1965,2012,59.10234,67.56108,71.41582,72.33311,85.43051,78.05541,73.51646,75.28601,87.08698,59.30909,58.21993,61.07575,59.27677,62.17142,60.28983,62.48239,69.614,69.74187,86.10606,83.37899,84.91783,85.65026,85,82.25221,81.58346,81.53004,88.60606,56.35426,46.06856,46.89506,52.0221,95.51908,70,50,50,90,34.63996,82.57685,92.77465,92.38333,99.03155,99.67959,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.3,111.6,,,,,,,56460.8,6777.61851595921,318,108.3,111.6,Level 2,Level 2,No,No,585,76,6777.61851596,0024P-Both-44,47
0024P,Both,3.364,Factory Butte to MP 108.3,4,111,Asphalt,7.52,1965,2011,84.07547,67.86344,71.12063,72.15212,85.11706,78.20699,72.97202,74.87289,85.68062,54.39905,57.36723,59.75458,58.36746,60.99142,58.58077,60.56563,68.19244,68.0221,83.32854,82.68862,84.75157,85.10924,84.09368,81.38862,81.39714,81.29913,87.97623,99.69178,47.75827,47.92986,55.12661,96.19295,73.27586,50,50,86.72414,98.88253,83.63965,92.04651,90.00518,99.19018,99.5827,99.92532,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.936,108.3,,,,,,,52940.8,6914.24873826468,172,104.936,108.3,Level 2,Level 2,No,No,585,76,6914.24873826,0024P-Both-111,46
0024P,Both,3.39,MP 91.1 to Fremont River Bridge,4,288,Asphalt,7.91,1963,2012,57.13813,62.77844,61.9603,69.69655,79.43741,67.48047,69.20253,73.75256,73.13784,49.58348,43.82475,40.93703,46.59309,44.69762,45.36138,48.9235,59.11013,59.23935,83.48761,78.78547,79.67607,83.25817,77.66667,83.62941,85.0733,85.90012,90.10555,79.46538,54.69097,48.12095,66.10126,96.77006,50,50,50,50,16.01603,73.81258,79.10713,82.83367,98.61528,90.9311,92.81333,100,93.20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.13,94.52,,,,,,,55686.4,6961.88230519635,241,91.13,94.52,Level 2,Level 2,No,No,585,76,6961.8823052,0024P-Both-288,49
0024P,Both,3.56,MP 111.6 to Freemont River Hanksville,4,352,Asphalt,7.24,1965,2011,88.25203,67.6412,71.35595,72.3035,85.43637,78.07608,73.57532,75.33038,87.01999,67.18876,58.44214,61.16097,59.46224,62.24522,60.35582,62.62983,69.7397,69.86814,86.23034,83.27804,84.80439,85.61858,84.88727,82.2626,81.67145,81.58183,88.60508,99.89537,46.27152,47.01567,52.15393,95.56721,70,50,50,89.60674,99.69365,82.57309,92.44275,91.97926,99.0458,99.68589,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.6,115.16,,,,,,,50969.6,7314.92030757955,104,111.6,115.16,Level 2,Level 2,No,No,585,76,7314.92030758,0024P-Both-352,46
0024P,Both,3.95,MP 30 to MP 33.9,4,152,Asphalt,9.84,1937,2011,90.2152,65.59419,68.91786,75.43929,89.59756,82.00245,93.94138,92.48852,96.67193,76.7443,74.96043,78.62358,79.55001,83.18039,82.2369,85.23295,89.09357,90.54051,91.49367,83.35425,91.00107,89.20708,86.20591,91.94347,93.21028,93.39217,98.04595,94.09123,38.39316,30.54168,54.12418,91.43332,70,98.10127,87.46835,98.10127,98.5316,65.66894,75.50513,78.8759,97.57061,83.82944,99.22103,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,33.95,,,,,,,69273.6,8162.42906071021,198,30,33.95,Level 2,Level 2,No,No,996,109,8162.42906071,0024P-Both-152,74
0024P,Both,4.187,Loa to Lyman,4,129,Asphalt,12,1966,2007,76.39488,72.55017,69.15337,79.93563,85.21012,86.01264,88.8795,79.89721,93.76779,58.44385,64.38233,61.79842,67.15863,64.84459,64.80879,67.06644,79.21261,80.0824,80.86229,81.7521,80.73081,86.17272,81.6,89.24178,88.45156,90.37624,95.28732,74.37418,50.95588,62.46292,71.67294,95.55424,90,100,50,100,91.89921,93.11035,71.62133,94.73824,98.84165,100,100,100,99.70146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.575,55.762,,,,,,,84480,8625.51528852072,182,51.575,55.762,Level 1,Level 2,Yes,No,1726,172,8625.51528852,0024P-Both-129,41
0024P,Both,4.39,Hanksville to Hanksville Airport,4,289,Asphalt,10.75,1968,2006,67.50402,71.6356,68.37081,70.82729,85.7286,79.10661,76.50975,77.54271,83.67993,64.61686,69.52101,65.41012,68.70955,65.92496,63.64619,69.98072,76.00717,76.16368,77.53303,78.24518,79.14864,84.03932,79.26667,82.78027,86.0583,84.16368,88.55605,64.27868,56.39056,53.02909,58.72677,97.96678,70,50,50,70,63.58751,82.38567,75.8954,71.83352,99.75599,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.16,119.55,,,,,,,75680,9044.47440967814,222,115.16,119.55,Level 2,Level 2,No,No,728,104,9044.47440968,0024P-Both-289,38
0024P,Both,4.4,MP 22.6 to MP 27,4,334,Asphalt,9.87,1937,2011,91.65,65.8035,69.7219,75.30811,89.87074,81.92304,94.52678,93.60766,97.28018,83.48182,74.63063,79.06667,79.25045,83.65045,82.70811,85.68649,90.39459,90.98559,90.49091,83.21982,91.49009,89.17748,86.4,91.83784,93.25225,94.03604,98.13514,93.49174,38.98852,29.75967,54.14029,91.57112,70,100,90,100,99.13553,66.37503,78.57118,78.66421,97.86138,83.14622,99.1684,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6,27,,,,,,,69484.8,9108.68281532124,288,22.6,27,Level 1,Level 2,Yes,No,1220,134,9108.68281532,0024P-Both-334,74
0024P,Both,5.148,Lyman to Bicknell,4,63,Asphalt,13,2006,2006,94.14332,94.17421,93.5407,94.09945,92.08556,92.95953,92.99758,67.49676,85.22813,88.77498,89.14527,87.32507,87.11545,86.63934,83.32828,81.61494,53.98083,56.80211,90.44087,89.60314,89.50804,91.47437,82.26667,88.50984,90.37536,66.0062,84.11042,98.39621,98.41241,97.8558,98.00726,99.45243,100,100,50,100,98.96121,99.53605,99.47391,99.80072,99.98381,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.762,60.91,,,,,,,91520,10611.4191410883,330,55.762,60.91,Level 1,Level 2,Yes,No,1771,173,10611.4191411,0024P-Both-63,0
0024P,Both,5.58,Behunin Cabin to MP 91.1,4,371,Asphalt,12.58,1963,2011,78.06011,62.77844,61.9603,69.69655,79.43741,67.48047,69.20253,73.75256,73.13784,40.23441,43.82475,40.93703,46.59309,44.69762,45.36138,48.9235,59.11013,59.23935,82.11667,78.78547,79.67607,83.25817,77.66667,83.62941,85.0733,85.90012,90.10555,96.74851,54.69097,48.12095,66.10126,96.77006,50,50,50,50,93.14083,73.81258,79.10713,82.83367,98.61528,90.9311,92.81333,100,93.20645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.55,91.13,,,,,,,88563.2,11452.5691104371,101,85.55,91.13,Level 2,Level 2,No,No,749,86,11452.5691104,0024P-Both-371,48
0024P,Both,6.784,Peterson Creek to MP 22.6,4,395,Asphalt,17.8667,1966,2010,93.7127,90.05093,95.19384,91.29403,93.37895,95.33526,95.1443,99.20151,98.99433,93.99882,90.86197,93.78857,93.17488,95.22887,94.45775,94.3385,98.66185,97.2513,89.50436,81.14563,92.2115,87.89028,81.05607,96.88329,96.24209,98.1442,98.73375,92.82492,89.17715,95.60313,87.38494,98.31933,90,90,100,100,98.52269,99.01897,99.17217,96.72602,98.91155,100,99.99662,100,99.99225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.816,22.6,,,,,,,125781.568,13994.5503607195,145,15.816,22.6,Level 1,Level 2,Yes,No,1207,133,13994.5503607,0024P-Both-395,44
0024P,Both,10.416,Fremont River Bridge to Factory Butte,4,207,Asphalt,25.9467,1964,2007,82.72761,69.40643,69.61288,71.22798,83.51639,78.97976,70.19242,72.76392,78.50023,51.60768,53.01307,53.00851,53.72454,54.96623,49.85518,50.77991,60.93486,59.24218,84.3384,79.1641,83.90239,82.34731,79.46649,76.98039,80.44637,80.12084,84.76132,96.86722,56.38449,53.2123,70.97552,99.63296,89.99616,50,50,69.99808,98.09712,89.06405,88.32832,77.86456,99.99987,99.08731,99.5434,100,99.99935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.52,104.936,,,,,,,182664.768,21402.1210262587,35,94.52,104.936,Level 2,Level 2,No,No,585,76,21402.1210263,0024P-Both-207,43
0024P,Both,10.575,Wayne Co Line to Loa,4,229,Asphalt,26.9,1971,2004,71.03672,61.17811,67.47106,70.8775,82.13038,77.17129,80.69944,72.69598,93.48262,70.00189,69.7388,69.32671,72.53995,71.68217,68.32057,71.99905,60.99669,79.45768,84.98203,85.88369,83.92411,89.87683,81.6,85.56738,88,79.78723,94.47281,59.42067,16.32613,30.16373,38.70687,79.13532,70,70,50,100,69.7423,72.76383,86.46968,82.38633,96.10402,84.79724,92.79869,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,51.575,,,,,,,189376,21809.4929695884,62,41,51.575,Level 2,Level 2,No,No,670,66,21809.4929696,0024P-Both-229,33
0024P,Both,10.86,Capitol Reef NP to Behunin Cabin,4,43,Asphalt,22,1962,2005,81.21234,72.11862,69.81428,79.34095,83.02507,76.04287,72.00926,87.31338,78.83501,49.96059,53.71499,52.1653,54.46473,54.53899,52.16465,55.19132,64.66146,61.38075,85.16915,78.85556,78.95505,83.46776,79.59644,82.06036,82.85896,84.68414,90.59984,93.29291,64.25796,60.62965,81.13789,98.00036,69.96317,50,99.90792,69.96317,96.4267,91.64596,87.5071,98.29344,99.96449,99.9833,99.98676,100,93.39629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.69,85.55,,,,,,,154880,22296.6208299585,333,74.69,85.55,Level 2,Level 2,No,No,925,92,22296.62083,0024P-Both-43,43
0024P,Both,16.469,Hanksville Airport to Temple Mtn Junction,4,180,Asphalt,52.88,1992,2005,87.85542,86.3141,86.23179,88.57453,91.58023,93.54299,87.39107,92.96369,94.77213,85.91353,82.40209,84.95787,81.69689,85.15044,80.55722,84.3837,86.34557,90.65478,86.34994,83.61714,90.93625,90.66223,82.26667,93.61473,95.18058,95.5092,98.43372,83.23654,81.31094,71.20111,85.42947,98.99458,100,70,90,90,95.92168,97.92625,97.83192,96.50955,99.90924,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.55,136.019,,,,,,,372275.2,33951.6421835496,17,119.55,136.019,Level 2,Level 2,No,No,790,118,33951.6421835,0024P-Both-180,13
0024P,Both,24.275,Temple Mtn Junction to I-70,4,112,Asphalt,67.6,1986,2005,82.01978,79.18906,81.30524,82.41663,87.89044,87.20428,88.83751,91.66066,92.07066,76.66777,74.82396,76.01147,75.74929,77.8394,72.88196,77.64556,80.44745,84.99522,84.68683,83.87899,86.5308,84.56938,76.06667,85.93515,87.7299,86.19518,93.2874,78.0277,71.4843,72.35625,77.63839,97.94971,90,90,100,90,88.69682,86.56902,90.32244,91.70946,99.70597,100,99.9746,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.019,160.294,,,,,,,475904,50236.2966902025,319,136.019,160.294,Level 2,Level 2,No,No,790,134,50236.2966902,0024P-Both-112,19
0025P,Both,9.995,Fish Lake Rd,4,417,Asphalt,23.3333,1960,2005,63.65625,60.62032,67.29049,73.34896,84.41062,80.32936,81.53434,90.27939,86.93952,49.9902,46.26893,60.25961,57.29885,64.94839,68.11836,70.43752,74.41921,60.16028,89.94997,87.73837,82.41981,87.41871,85.4,83.1991,85.69985,86.69835,87.5978,47.83849,36.19368,41.50358,56.13618,87.42475,70,70,100,100,66.84635,72.28029,84.97897,92.54211,99.86936,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.995,,,,,,,164266.432,20608.7280245513,105,0,9.995,Level 2,Level 2,No,No,195,37,20608.7280246,0025P-Both-417,45
0026P,Both,0.557,Chimes View to SR-89,1,88,Concrete,3.5,2009,2009,80.60069,82.27735,80.7311,74.57045,83.7896,85.66193,85.53779,89.80747,92.82223,73.24309,72.20251,45.52138,55.94917,59.93431,63.79542,60.03917,68.49375,71.56458,0,0,0,83.01503,80.29282,90.00139,92.1375,90.73611,100,0,0,0,60.86605,96.05368,90,90,100,100,0,0,0,98.45156,98.8776,98.85091,99.97448,100,99.72435,98.29357,70.47448,95.68452,0,0,0,0,0,0,93.51369,88.99718,84.57765,0,0,0,0,0,57.35242,0,0,0,3.167,3.724,,97.435239805,97.140850722,,,,24640,1224.78241239198,298,3.167,3.724,Level 1,Level 1,No,Yes,8634,518,1224.78241239,0026P-Both-88,0
0026P,Both,0.851,SR-126 to I-15,1,353,Asphalt,5.93,2008,2008,77.09615,77.6749,88.16891,72.98629,80.82249,77.92024,73.01147,81.67694,85.5619,61.46698,63.46322,62.6724,60.49313,61.62306,66.66475,60.86475,70.52151,73.81286,83.436,77.981,-1,82.02464,80.42857,83.59571,86.37657,86.18625,100,88.09719,73.70462,-1,71.60431,87.19176,70,50,70,70,75.38444,95.55076,-1,77.82306,94.04656,91.42049,94.80456,100,98.43475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851,,,,,,,41747.2,1843.74501567745,223,0,0.851,Level 1,Level 1,No,No,31102,3713,1843.74501568,0026P-Both-353,0
0026P,Both,0.959,I-15 to 700 W,1,254,Concrete,8.17,2008,2008,79.34457,87.6906,88.12237,72.9962,80.84105,77.96867,73.08984,81.72781,85.60733,58.33368,63.65033,62.56509,60.4647,61.61249,66.64679,60.85958,70.50882,73.79879,0,0,0,82.03084,80.42772,83.63579,86.41261,86.21472,100,0,0,0,71.53712,87.24721,70.12513,50.25026,70.1877,70.1877,0,0,0,77.95212,94.07679,91.46698,94.83691,100,98.44282,90.86681,93.46939,99.973,0,0,0,0,0,0,92.5672,95.88708,93.71635,0,0,0,0,0,75.61059,0,0,0,0.851,1.81,,97.75559859,96.235051709,,,,57516.8,2051.61848515873,18,0.851,1.81,Level 1,Level 1,No,Yes,35438,2771,2051.61848516,0026P-Both-254,0
0026P,Both,1.357,700 W to Chimes View,1,181,Concrete,11.5,2009,2009,73.03903,85.30184,80.7311,74.57045,83.7896,85.66193,85.53779,89.80747,92.82223,59.28106,74.32174,45.52138,55.94917,59.93431,63.79542,60.03917,68.49375,71.56458,0,0,0,83.01503,80.29282,90.00139,92.1375,90.73611,100,0,0,0,60.86605,96.05368,90,90,100,100,0,0,0,98.45156,98.8776,98.85091,99.97448,100,99.72435,68.75461,79.83788,95.68452,0,0,0,0,0,0,92.16339,91.35698,84.57765,0,0,0,0,0,71.95705,0,0,0,1.81,3.167,,95.690774467,97.140850722,,,,80960,2884.84053702854,155,1.81,3.167,Level 1,Level 1,No,Yes,28079,1684,2884.84053703,0026P-Both-181,0
0028P,Both,0.56,End of Asphalt @ Rd Lt to Mona to End,3,230,Concrete,2.95,1972,2011,87.84847,77.05685,68.65642,86.85147,81.36744,99.25,91.45,85.79375,84.79375,77.76286,62.36784,45.16204,69.75407,55.69063,97,65.8,73.8,69.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.52074,71.78134,96.81633,99.65077,98.95915,100,100,100,100,95.74315,94.87755,71.18644,95.57678,71.65266,100,100,69.375,86.36713,100,100,100,43.052,43.612,69.375,79.200680272,61.460855529,82.424242424,99.1673172,100,20768,1189.80376289892,5,43.052,43.612,Level 1,Level 1,No,No,5200,623,1189.8037629,0028P-Both-230,39
0028P,Both,3.368,Flat Cyn to Juab Co Line,4,255,Asphalt,9.95,2011,2011,96.97464,80.87754,79.73852,82.25947,84.7711,77.18861,89.85986,88.24621,92.5684,100,82.84667,74.66235,83.18207,77.7047,78.68141,82.89192,71.99852,81.16776,91.96488,65.45164,66.05249,74.63349,63.3,80.07304,76.54751,80.98634,100,95.97105,77.79449,80.49269,72.24368,98.30918,50,100,100,90,99.96263,97.41736,97.74654,98.97865,99.77054,100,100,100,99.10584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.565,15.933,,,,,,,70048,7029.48865592749,23,12.565,15.933,Level 1,Level 1,No,Yes,2213,605,7025.37524324,0028P-Both-255,0
0028P,Both,4.136,I-15 S of Nephi to I-15 N of Nephi,3,336,Asphalt,26.25,1972,2007,74.66459,60.61229,61.97034,76.66793,87.87819,90.35782,89.06489,94.04359,95.16624,82.00928,82.5894,80.35768,83.26959,82.94459,84.15548,86.2182,86.11268,86.93687,83.24032,80.58332,81.18408,82.36364,78.35166,87.59825,90.54319,90.06662,93.73394,58.20426,19.23774,19.90188,62.68034,91.48918,89.97846,89.97846,100,100,75.20447,60.03872,66.43774,78.34517,98.66274,99.6273,89.44792,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.916,43.052,,,,,,,184800,8746.22069224449,210,38.874,43.052,Level 1,Level 1,No,No,5788,694,8835.24576743,0028P-Both-336,35
